|||Timestamp (ms)||	Feedback|||
25340 0.0;431.0;0.0;-3.0;0;0;0;0
25392 0.0;445.0;0.0;-3.0;0;0;0;0
25435 0.0;457.0;0.0;-3.0;0;0;0;0
25487 0.0;471.0;0.0;-3.0;0;0;0;0
25539 0.0;481.0;0.0;-3.0;0;0;0;0
25580 0.0;492.0;0.0;-3.0;0;0;0;0
25652 0.0;512.0;0.0;-3.0;0;0;0;0
25714 0.0;525.0;0.0;-3.0;0;0;0;0
25755 0.0;537.0;0.0;-3.0;0;0;0;0
25797 0.0;545.0;0.0;-3.0;0;0;0;0
25848 0.0;561.0;0.0;-3.0;0;0;0;0
25891 0.0;572.0;0.0;-3.0;0;0;0;0
25943 0.0;583.0;0.0;-3.0;0;0;0;0
25996 0.0;597.0;0.0;-3.0;0;0;0;0
26038 0.0;605.0;0.0;-3.0;0;0;0;0
26089 0.0;617.0;0.0;-3.0;0;0;0;0
26131 0.0;632.0;0.0;-3.0;0;0;0;0
26172 0.0;641.0;0.0;-3.0;0;0;0;0
26224 0.0;652.0;0.0;-3.0;0;0;0;0
26275 0.0;665.0;0.0;-3.0;0;0;0;0
26317 0.0;677.0;0.0;-3.0;0;0;0;0
26368 0.0;686.0;0.0;-3.0;0;0;0;0
26419 0.0;701.0;0.0;-3.0;0;0;0;0
26461 0.0;712.0;0.0;-3.0;0;0;0;0
26513 0.0;725.0;0.0;-3.0;0;0;0;0
26555 0.0;737.0;0.0;-3.0;0;0;0;0
26606 0.0;746.0;0.0;-3.0;0;0;0;0
26658 0.0;757.0;0.0;-3.0;0;0;0;0
26699 0.0;766.0;0.0;-3.0;0;0;0;0
26750 0.0;781.0;0.0;-3.0;0;0;0;0
26792 0.0;786.0;0.0;-3.0;0;0;0;0
26843 0.0;799.0;0.0;-3.0;0;0;0;0
26896 0.0;811.0;0.0;-3.0;0;0;0;0
26939 0.0;817.0;0.0;-3.0;0;0;0;0
26990 0.0;826.0;0.0;-3.0;0;0;0;0
27032 0.0;837.0;0.0;-3.0;0;0;0;0
27074 0.0;841.0;0.0;-3.0;0;0;0;0
27135 0.0;852.0;0.0;-3.0;0;0;0;0
27177 0.0;861.0;0.0;-3.0;0;0;0;0
27228 0.0;866.0;0.0;-3.0;0;0;0;0
27300 0.0;877.0;0.0;-3.0;0;0;0;0
27352 0.0;886.0;0.0;-3.0;0;0;0;0
27394 0.0;892.0;0.0;-3.0;0;0;0;0
27435 0.0;897.0;0.0;-3.0;0;0;0;0
27466 s;z;179.5
27498 0.0;902.0;0.0;-3.0;0;0;0;0
28529 t;z;64
29978 0.0;902.0;0.0;-3.0;0;0;0;0
31009 m;z
32506 0.0;900.0;0.0;-3.0;0;0;0;0
32558 0.0;899.0;0.0;-3.0;0;0;0;0
32641 0.0;898.0;0.0;-3.0;0;0;0;0
32693 0.0;897.0;0.0;-3.0;0;0;0;0
32837 0.0;896.0;0.0;-3.0;0;0;0;0
32878 0.0;895.0;0.0;-3.0;0;0;0;0
32971 0.0;894.0;0.0;-3.0;0;0;0;0
33014 0.0;892.9999;0.0;-3.0;0;0;0;0
33118 0.0;892.0;0.0;-3.0;0;0;0;0
33211 0.0;891.0;0.0;-3.0;0;0;0;0
33262 0.0;890.0;0.0;-3.0;0;0;0;0
33355 0.0;888.9999;0.0;-3.0;0;0;0;0
33438 0.0;888.0;0.0;-3.0;0;0;0;0
33541 0.0;887.0;0.0;-3.0;0;0;0;0
33685 0.0;886.0;0.0;-3.0;0;0;0;0
33798 0.0;884.9999;0.0;-3.0;0;0;0;0
33921 s;z;83.5
33942 0.0;884.0;0.0;-3.0;0;0;0;0
46121 d;z
47567 0.0;884.0;0.0;-3.0;0;0;0;0
88747 e;z
90199 0.0;884.0;0.0;-3.0;0;0;0;0
91221 t;z;4
92678 0.0;884.0;0.0;-3.0;0;0;0;0
93712 m;z
95221 0.0;1052.0;0.0;-3.0;0;0;0;0
96223 m;z
97835 0.0;1968.0;0.0;-3.0;0;0;0;0
98837 a
100345 s;z;337.0
100357 0.0;2560.0;0.0;-3.0;0;0;0;0
1030767 0.0;2559.0;0.0;-3.0;0;0;0;0
