|||Timestamp (ms)||	Feedback|||
5669 X Encoder Successfully Initialized
5671 X Limit Switch Successfully Initialized
5672 Z Encoder Successfully Initialized
5683 Z Limit Switch Successfully Initialized
5683 Y Encoder Successfully Initialized
5694 Y Limit Switch Successfully Initialized
5695 P Encoder Successfully Initialized
5695 P Limit Switch Successfully Initialized
5706 X Stepper Successfully Initialized
5707 Z Stepper Successfully Initialized
5718 Y Stepper Successfully Initialized
5718 P Stepper Successfully Initialized
5739 Running the MUVI Manipulator RTOS
5942 0.0;0.0;0.0;0.0;0;0;0;0
35198 e;p
36635 0.0;0.0;0.0;3.0;0;0;0;0
41798 t;p;8
43252 0.0;0.0;0.0;2.0;0;0;0;0
47204 m;p
48710 0.0;0.0;0.0;89.00001;0;0;0;0
48762 0.0;0.0;0.0;94.00001;0;0;0;0
48804 0.0;0.0;0.0;100.0;0;0;0;0
48856 0.0;0.0;0.0;108.0;0;0;0;0
48907 0.0;0.0;0.0;112.0;0;0;0;0
48949 0.0;0.0;0.0;118.0;0;0;0;0
49000 0.0;0.0;0.0;128.0;0;0;0;0
49042 0.0;0.0;0.0;132.0;0;0;0;0
49104 0.0;0.0;0.0;141.0;0;0;0;0
49145 0.0;0.0;0.0;149.0;0;0;0;0
49197 0.0;0.0;0.0;154.0;0;0;0;0
49239 0.0;0.0;0.0;163.0;0;0;0;0
49291 0.0;0.0;0.0;169.0;0;0;0;0
49363 0.0;0.0;0.0;181.0;0;0;0;0
49404 0.0;0.0;0.0;189.0;0;0;0;0
49456 0.0;0.0;0.0;197.0;0;0;0;0
49508 0.0;0.0;0.0;206.0;0;0;0;0
49560 0.0;0.0;0.0;212.0;0;0;0;0
49602 0.0;0.0;0.0;223.0;0;0;0;0
49644 0.0;0.0;0.0;230.0;0;0;0;0
49696 0.0;0.0;0.0;240.0;0;0;0;0
49748 0.0;0.0;0.0;249.0;0;0;0;0
49800 0.0;0.0;0.0;256.0;0;0;0;0
49842 0.0;0.0;0.0;269.0;0;0;0;0
49894 0.0;0.0;0.0;275.0;0;0;0;0
49946 0.0;0.0;0.0;287.0;0;0;0;0
49988 0.0;0.0;0.0;294.0;0;0;0;0
50040 0.0;0.0;0.0;308.0;0;0;0;0
50082 0.0;0.0;0.0;314.0;0;0;0;0
50144 0.0;0.0;0.0;329.0;0;0;0;0
50185 0.0;0.0;0.0;335.0;0;0;0;0
50237 0.0;0.0;0.0;350.0;0;0;0;0
50289 0.0;0.0;0.0;357.0;0;0;0;0
50341 0.0;0.0;0.0;371.0;0;0;0;0
50382 0.0;0.0;0.0;381.0;0;0;0;0
50445 0.0;0.0;0.0;393.0;0;0;0;0
50488 0.0;0.0;0.0;404.0;0;0;0;0
