|||Timestamp (ms)||	Feedback|||
103 0.0;0.0;1.0;0.0;0;0;0;0
1124 Resetting the RTOS
2761 X Encoder Successfully Initialized
2776 X Limit Switch Successfully Initialized
2778 Z Encoder Successfully Initialized
2779 Z Limit Switch Successfully Initialized
2781 Y Encoder Successfully Initialized
2800 Y Limit Switch Successfully Initialized
2801 P Encoder Successfully Initialized
2802 P Limit Switch Successfully Initialized
2803 X Stepper Successfully Initialized
2804 Z Stepper Successfully Initialized
2816 Y Stepper Successfully Initialized
2817 P Stepper Successfully Initialized
2832 Running the MUVI Manipulator RTOS
3056 -1.0;0.0;0.0;0.0;0;0;0;0
23140 e;y
24585 -1.0;0.0;0.0;0.0;0;0;0;0
25614 t;y;8
27070 -1.0;0.0;0.0;0.0;0;0;0;0
28101 m;y
29609 -1.0;0.0;-79.0;0.0;0;0;0;0
29650 -1.0;0.0;-83.0;0.0;0;0;0;0
29691 -1.0;0.0;-84.00001;0.0;0;0;0;0
29744 -1.0;0.0;-91.0;0.0;0;0;0;0
29786 -1.0;0.0;-96.0;0.0;0;0;0;0
29838 -1.0;0.0;-99.00001;0.0;0;0;0;0
29889 -1.0;0.0;-103.0;0.0;0;0;0;0
29931 -1.0;0.0;-107.0;0.0;0;0;0;0
29993 -1.0;0.0;-112.0;0.0;0;0;0;0
30045 -1.0;0.0;-119.0;0.0;0;0;0;0
30097 -1.0;0.0;-122.0;0.0;0;0;0;0
30148 -1.0;0.0;-125.0;0.0;0;0;0;0
30190 -1.0;0.0;-130.0;0.0;0;0;0;0
30231 -1.0;0.0;-133.0;0.0;0;0;0;0
30283 -1.0;0.0;-139.0;0.0;0;0;0;0
30325 -1.0;0.0;-143.0;0.0;0;0;0;0
30377 -1.0;0.0;-145.0;0.0;0;0;0;0
30419 -1.0;0.0;-147.0;0.0;0;0;0;0
30471 -1.0;0.0;-153.0;0.0;0;0;0;0
30513 -1.0;0.0;-156.0;0.0;0;0;0;0
30565 -1.0;0.0;-159.0;0.0;0;0;0;0
30596 s;y;63.5
30617 -1.0;0.0;-161.0;0.0;0;0;0;0
31637 t;y;256
33093 -1.0;0.0;-161.0;0.0;0;0;0;0
34127 m;y
35605 -1.0;0.0;-161.0;0.0;0;0;0;0
35636 s;y;13.5
35657 -1.0;0.0;-161.0;0.0;0;0;0;0
84474 t;y;8
86003 -1.0;0.0;-160.0;0.0;0;0;0;0
87035 m;y
88537 -1.0;0.0;-83.0;0.0;0;0;0;0
88588 -1.0;0.0;-79.0;0.0;0;0;0;0
88630 -1.0;0.0;-74.0;0.0;0;0;0;0
88681 -1.0;0.0;-70.0;0.0;0;0;0;0
88723 -1.0;0.0;-65.0;0.0;0;0;0;0
88765 -1.0;0.0;-62.0;0.0;0;0;0;0
88807 -1.0;0.0;-59.0;0.0;0;0;0;0
88859 -1.0;0.0;-53.0;0.0;0;0;0;0
88910 -1.0;0.0;-47.0;0.0;0;0;0;0
88952 -1.0;0.0;-44.0;0.0;0;0;0;0
89003 -1.0;0.0;-41.0;0.0;0;0;0;0
89044 -1.0;0.0;-36.0;0.0;0;0;0;0
89086 -1.0;0.0;-33.0;0.0;0;0;0;0
89139 -1.0;0.0;-27.0;0.0;0;0;0;0
89181 -1.0;0.0;-23.0;0.0;0;0;0;0
89223 -1.0;0.0;-21.0;0.0;0;0;0;0
89274 -1.0;0.0;-16.0;0.0;0;0;0;0
89326 -1.0;0.0;-13.0;0.0;0;0;0;0
89368 -1.0;0.0;-9.0;0.0;0;0;0;0
89419 -1.0;0.0;-4.0;0.0;0;0;0;0
89461 -1.0;0.0;-3.0;0.0;0;0;0;0
89503 -1.0;0.0;-1.0;0.0;0;0;0;0
89544 -1.0;0.0;0.0;0.0;0;0;0;0
89585 s;y;65.5
89607 -1.0;0.0;4.0;0.0;0;0;0;0
90637 t;y;256
92085 -1.0;0.0;4.0;0.0;0;0;0;0
93125 m;y
94622 -1.0;0.0;2.0;0.0;0;0;0;0
94869 -1.0;0.0;1.0;0.0;0;0;0;0
95282 -1.0;0.0;0.0;0.0;0;0;0;0
95313 s;y;51.5
95324 -1.0;0.0;0.0;0.0;0;0;0;0
117389 t;y;8
118848 -1.0;0.0;0.0;0.0;0;0;0;0
119881 m;y
121387 -1.0;0.0;-39.0;0.0;0;0;0;0
121419 s;y;15.5
121441 -1.0;0.0;-39.0;0.0;0;0;0;0
122474 t;y;256
124205 -1.0;0.0;-39.0;0.0;0;0;0;0
125248 m;y
126989 -1.0;0.0;-39.0;0.0;0;0;0;0
127021 s;y;13.5
127043 -1.0;0.0;-39.0;0.0;0;0;0;0
148514 t;y;8
150840 -1.0;0.0;-39.0;0.0;0;0;0;0
151892 m;y
154342 -1.0;0.0;-15.0;0.0;0;0;0;0
154394 s;y;9.5
154405 -1.0;0.0;-15.0;0.0;0;0;0;0
155457 t;y;256
157887 -1.0;0.0;-14.0;0.0;0;0;0;0
158962 m;y
161493 -1.0;0.0;-20.0;0.0;0;0;0;0
161956 s;y;77.5
161988 -1.0;0.0;-20.0;0.0;0;0;0;0
178182 -2.0;0.0;-20.0;0.0;0;0;0;0
219957 t;p;8
222368 -2.0;0.0;-20.0;0.0;0;0;0;0
223412 m;p
225851 -2.0;0.0;-20.0;0.0;0;0;0;0
